fecha,day,month,week,estacion,linea,pasajeros
2020-01-02,2,1,1,linea C - general san martin,C,6925
2020-01-02,2,1,1,linea C - independencia,C,4472
2020-01-02,2,1,1,linea C - lavalle,C,9623
2020-01-02,2,1,1,linea C - mariano moreno,C,5851
2020-01-02,2,1,1,linea C - retiro,C,35188
2020-01-02,2,1,1,linea C - san juan,C,3982
2020-01-02,2,1,1,linea D - 9 de julio,D,7421
2020-01-02,2,1,1,linea D - ag�ero,D,8133
2020-01-02,2,1,1,linea D - bulnes,D,13744
2020-01-02,2,1,1,linea D - callao,D,11280
2020-01-02,2,1,1,linea D - catedral,D,26989
2020-01-02,2,1,1,linea D - congreso de tucuman,D,26824
2020-01-02,2,1,1,linea D - facultad de medicina,D,9645
2020-01-02,2,1,1,linea D - jose hernandez,D,8867
2020-01-02,2,1,1,linea D - juramento,D,13518
2020-01-02,2,1,1,linea D - ministro carranza,D,9633
2020-01-02,2,1,1,linea D - olleros,D,10329
2020-01-02,2,1,1,linea D - palermo,D,16713
2020-01-02,2,1,1,linea D - plaza italia,D,9500
2020-01-02,2,1,1,linea D - pueyrredon.d,D,8004
2020-01-02,2,1,1,linea D - scalabrini ortiz,D,9649
2020-01-02,2,1,1,linea D - tribunales,D,10099
2020-01-02,2,1,1,linea E - avenida la plata,E,4345
2020-01-02,2,1,1,linea E - boedo,E,3967
2020-01-02,2,1,1,linea E - bolivar,E,13464
2020-01-02,2,1,1,linea E - catalinas,E,4792
2020-01-02,2,1,1,linea E - correo central,E,5787
2020-01-02,2,1,1,linea E - emilio mitre,E,3630
2020-01-02,2,1,1,linea E - entre rios,E,3625
2020-01-02,2,1,1,linea E - general belgrano,E,3138
2020-01-02,2,1,1,linea E - independencia.h,E,2898
2020-01-02,2,1,1,linea E - jose maria moreno,E,3316
2020-01-02,2,1,1,linea E - jujuy,E,2773
2020-01-02,2,1,1,linea E - medalla milagrosa,E,1638
2020-01-02,2,1,1,linea E - pichincha,E,1956
2020-01-02,2,1,1,linea E - pza. de los virreyes,E,7573
2020-01-02,2,1,1,linea E - retiro e,E,4846
2020-01-02,2,1,1,linea E - san jose,E,1971
2020-01-02,2,1,1,linea E - urquiza,E,2377
2020-01-02,2,1,1,linea E - varela,E,1896
2020-01-02,2,1,1,linea H - caseros,H,6676
2020-01-02,2,1,1,linea H - cordoba,H,4888
2020-01-02,2,1,1,linea H - corrientes,H,5189
2020-01-02,2,1,1,linea H - facultad de derecho,H,2966
2020-01-02,2,1,1,linea H - hospitales,H,13097
2020-01-02,2,1,1,linea H - humberto i,H,5189
2020-01-02,2,1,1,linea H - inclan,H,4860
2020-01-02,2,1,1,linea H - las heras,H,8676
2020-01-02,2,1,1,linea H - once/30 de diciembre,H,13730
2020-01-02,2,1,1,linea H - patricios,H,10305
2020-01-02,2,1,1,linea H - santa fe,H,9498
2020-01-02,2,1,1,linea H - venezuela,H,6348
2020-01-03,3,1,1,linea A - acoyte,A,15272
2020-01-03,3,1,1,linea A - alberti,A,5612
2020-01-03,3,1,1,linea A - carabobo,A,13094
2020-01-03,3,1,1,linea A - castro barros,A,9721
2020-01-03,3,1,1,linea A - congreso,A,12155
2020-01-03,3,1,1,linea A - flores,A,13572
2020-01-03,3,1,1,linea A - lima,A,8331
2020-01-03,3,1,1,linea A - loria,A,9004
2020-01-03,3,1,1,linea A - pasco,A,3957
2020-01-03,3,1,1,linea A - peru,A,25092
2020-01-03,3,1,1,linea A - piedras,A,8404
2020-01-03,3,1,1,linea A - plaza miserere,A,18185
2020-01-03,3,1,1,linea A - primera junta,A,14865
2020-01-03,3,1,1,linea A - puan,A,6952
2020-01-03,3,1,1,linea A - rio de janeiro,A,10942
2020-01-03,3,1,1,linea A - saenz pe�a,A,9256
2020-01-03,3,1,1,linea A - san pedrito,A,30994
2020-01-03,3,1,1,linea B - angel gallardo,B,16673
2020-01-03,3,1,1,linea B - callao,B,18522
2020-01-03,3,1,1,linea B - carlos gardel,B,20472
2020-01-03,3,1,1,linea B - carlos pellegrini,B,24551
2020-01-03,3,1,1,linea B - dorrego,B,10675
2020-01-03,3,1,1,linea B - echeverria,B,7016
2020-01-03,3,1,1,linea B - federico lacroze,B,27511
2020-01-03,3,1,1,linea B - florida,B,22870
2020-01-03,3,1,1,linea B - leandro n. alem,B,20002
2020-01-03,3,1,1,linea B - los incas,B,10567
2020-01-03,3,1,1,linea B - malabia,B,20972
2020-01-03,3,1,1,linea B - medrano,B,18880
2020-01-03,3,1,1,linea B - pasteur,B,13479
2020-01-03,3,1,1,linea B - pueyrredon,B,14472
2020-01-03,3,1,1,linea B - rosas,B,31300
2020-01-03,3,1,1,linea B - tronador,B,5909
2020-01-03,3,1,1,linea B - uruguay,B,16217
2020-01-03,3,1,1,linea C - avenida de mayo,C,7069
2020-01-03,3,1,1,linea C - constitucion,C,95571
2020-01-03,3,1,1,linea C - diagonal norte,C,6188
2020-01-03,3,1,1,linea C - general san martin,C,8005
2020-01-03,3,1,1,linea C - independencia,C,6658
2020-01-03,3,1,1,linea C - lavalle,C,11056
2020-01-03,3,1,1,linea C - mariano moreno,C,7140
2020-01-03,3,1,1,linea C - retiro,C,46678
2020-01-03,3,1,1,linea C - san juan,C,5410
2020-01-03,3,1,1,linea D - 9 de julio,D,8183
2020-01-03,3,1,1,linea D - ag�ero,D,11386
2020-01-03,3,1,1,linea D - bulnes,D,19036
2020-01-03,3,1,1,linea D - callao,D,13508
2020-01-03,3,1,1,linea D - catedral,D,30275
2020-01-03,3,1,1,linea D - congreso de tucuman,D,33926
2020-01-03,3,1,1,linea D - facultad de medicina,D,12122
2020-01-03,3,1,1,linea D - jose hernandez,D,11646
2020-01-03,3,1,1,linea D - juramento,D,18982
2020-01-03,3,1,1,linea D - ministro carranza,D,12891
2020-01-03,3,1,1,linea D - olleros,D,13357
2020-01-03,3,1,1,linea D - palermo,D,23706
2020-01-03,3,1,1,linea D - plaza italia,D,13977
2020-01-03,3,1,1,linea D - pueyrredon.d,D,9992
2020-01-03,3,1,1,linea D - scalabrini ortiz,D,13236
2020-01-03,3,1,1,linea D - tribunales,D,11960
2020-01-03,3,1,1,linea E - avenida la plata,E,5799
2020-01-03,3,1,1,linea E - boedo,E,5467
2020-01-03,3,1,1,linea E - bolivar,E,15995
2020-01-03,3,1,1,linea E - catalinas,E,5012
2020-01-03,3,1,1,linea E - correo central,E,7632
2020-01-03,3,1,1,linea E - emilio mitre,E,5023
2020-01-03,3,1,1,linea E - entre rios,E,5094
2020-01-03,3,1,1,linea E - general belgrano,E,4011
2020-01-03,3,1,1,linea E - independencia.h,E,4270
2020-01-03,3,1,1,linea E - jose maria moreno,E,4410
2020-01-03,3,1,1,linea E - jujuy,E,4015
2020-01-03,3,1,1,linea E - medalla milagrosa,E,2181
2020-01-03,3,1,1,linea E - pichincha,E,2860
2020-01-03,3,1,1,linea E - pza. de los virreyes,E,9790
2020-01-03,3,1,1,linea E - retiro e,E,6590
2020-01-03,3,1,1,linea E - san jose,E,2874
2020-01-03,3,1,1,linea E - urquiza,E,3412
2020-01-03,3,1,1,linea E - varela,E,2634
2020-01-03,3,1,1,linea H - caseros,H,8215
2020-01-03,3,1,1,linea H - cordoba,H,6460
2020-01-03,3,1,1,linea H - corrientes,H,6722
2020-01-03,3,1,1,linea H - facultad de derecho,H,4597
2020-01-03,3,1,1,linea H - hospitales,H,15759
2020-01-03,3,1,1,linea H - humberto i,H,7004
2020-01-03,3,1,1,linea H - inclan,H,6543
2020-01-03,3,1,1,linea H - las heras,H,12598
2020-01-03,3,1,1,linea H - once/30 de diciembre,H,19643
2020-01-03,3,1,1,linea H - patricios,H,13567
2020-01-03,3,1,1,linea H - santa fe,H,12286
2020-01-03,3,1,1,linea H - venezuela,H,9052
2020-01-04,4,1,1,linea A - acoyte,A,5993
2020-01-04,4,1,1,linea A - alberti,A,2634
2020-01-04,4,1,1,linea A - carabobo,A,4691
2020-01-04,4,1,1,linea A - castro barros,A,3750
2020-01-04,4,1,1,linea A - congreso,A,4238
2020-01-04,4,1,1,linea A - flores,A,5046
2020-01-04,4,1,1,linea A - lima,A,2877
2020-01-04,4,1,1,linea A - loria,A,3386
2020-01-04,4,1,1,linea A - pasco,A,1418
2020-01-04,4,1,1,linea A - peru,A,5431
2020-01-04,4,1,1,linea A - piedras,A,1438
2020-01-04,4,1,1,linea A - plaza miserere,A,7701
2020-01-04,4,1,1,linea A - primera junta,A,5584
2020-01-04,4,1,1,linea A - puan,A,2492
2020-01-04,4,1,1,linea A - rio de janeiro,A,4189
2020-01-04,4,1,1,linea A - saenz pe�a,A,2289
2020-01-04,4,1,1,linea A - san pedrito,A,13111
2020-01-04,4,1,1,linea B - angel gallardo,B,5467
2020-01-04,4,1,1,linea B - callao,B,5197
2020-01-04,4,1,1,linea B - carlos gardel,B,10362
2020-01-04,4,1,1,linea B - carlos pellegrini,B,9400
2020-01-04,4,1,1,linea B - dorrego,B,3686
2020-01-04,4,1,1,linea B - echeverria,B,1972
2020-01-04,4,1,1,linea B - federico lacroze,B,12400
2020-01-04,4,1,1,linea B - florida,B,4454
2020-01-04,4,1,1,linea B - leandro n. alem,B,6480
2020-01-04,4,1,1,linea B - los incas,B,3390
2020-01-04,4,1,1,linea B - malabia,B,7243
2020-01-04,4,1,1,linea B - medrano,B,6860
2020-01-04,4,1,1,linea B - pasteur,B,4753
2020-01-04,4,1,1,linea B - pueyrredon,B,6841
2020-01-04,4,1,1,linea B - rosas,B,11212
2020-01-04,4,1,1,linea B - tronador,B,1731
2020-01-04,4,1,1,linea B - uruguay,B,3501
2020-01-04,4,1,1,linea C - avenida de mayo,C,1847
2020-01-04,4,1,1,linea C - constitucion,C,42369
2020-01-04,4,1,1,linea C - diagonal norte,C,1449
2020-01-04,4,1,1,linea C - general san martin,C,2000
2020-01-04,4,1,1,linea C - independencia,C,2897
2020-01-04,4,1,1,linea C - lavalle,C,3048
2020-01-04,4,1,1,linea C - mariano moreno,C,1265
2020-01-04,4,1,1,linea C - retiro,C,20834
2020-01-04,4,1,1,linea C - san juan,C,1709
2020-01-04,4,1,1,linea D - 9 de julio,D,1354
2020-01-04,4,1,1,linea D - ag�ero,D,3777
2020-01-04,4,1,1,linea D - bulnes,D,7122
2020-01-04,4,1,1,linea D - callao,D,3824
2020-01-04,4,1,1,linea D - catedral,D,4943
2020-01-04,4,1,1,linea D - congreso de tucuman,D,10724
2020-01-04,4,1,1,linea D - facultad de medicina,D,3824
2020-01-04,4,1,1,linea D - jose hernandez,D,3628
2020-01-04,4,1,1,linea D - juramento,D,8613
2020-01-04,4,1,1,linea D - ministro carranza,D,4898
2020-01-04,4,1,1,linea D - olleros,D,4285
2020-01-04,4,1,1,linea D - palermo,D,9856
2020-01-04,4,1,1,linea D - plaza italia,D,5698
2020-01-04,4,1,1,linea D - pueyrredon.d,D,3207
2020-01-04,4,1,1,linea D - scalabrini ortiz,D,4854
2020-01-04,4,1,1,linea D - tribunales,D,2109
2020-01-04,4,1,1,linea E - avenida la plata,E,2145
2020-01-04,4,1,1,linea E - boedo,E,2083
2020-01-04,4,1,1,linea E - bolivar,E,3248
2020-01-04,4,1,1,linea E - catalinas,E,729
2020-01-04,4,1,1,linea E - correo central,E,1872
2020-01-04,4,1,1,linea E - emilio mitre,E,1731
2020-01-04,4,1,1,linea E - entre rios,E,1800
2020-01-04,4,1,1,linea E - general belgrano,E,747
2020-01-04,4,1,1,linea E - independencia.h,E,1767
2020-01-04,4,1,1,linea E - jose maria moreno,E,1471
2020-01-04,4,1,1,linea E - jujuy,E,2024
2020-01-04,4,1,1,linea E - medalla milagrosa,E,721
2020-01-04,4,1,1,linea E - pichincha,E,1127
2020-01-04,4,1,1,linea E - pza. de los virreyes,E,3730
2020-01-04,4,1,1,linea E - retiro e,E,2065
2020-01-04,4,1,1,linea E - san jose,E,1048
2020-01-04,4,1,1,linea E - urquiza,E,1139
2020-01-04,4,1,1,linea E - varela,E,776
2020-01-04,4,1,1,linea H - caseros,H,2846
2020-01-04,4,1,1,linea H - cordoba,H,1834
2020-01-04,4,1,1,linea H - corrientes,H,3067
2020-01-04,4,1,1,linea H - facultad de derecho,H,2348
2020-01-04,4,1,1,linea H - hospitales,H,6735
2020-01-04,4,1,1,linea H - humberto i,H,3330
2020-01-04,4,1,1,linea H - inclan,H,2633
2020-01-04,4,1,1,linea H - las heras,H,4771
2020-01-04,4,1,1,linea H - once/30 de diciembre,H,9206
2020-01-04,4,1,1,linea H - patricios,H,4480
2020-01-04,4,1,1,linea H - santa fe,H,4944
2020-01-04,4,1,1,linea H - venezuela,H,3242
2020-01-05,5,1,1,linea A - acoyte,A,3258
2020-01-05,5,1,1,linea A - alberti,A,1003
2020-01-05,5,1,1,linea A - carabobo,A,2243
2020-01-05,5,1,1,linea A - castro barros,A,2036
2020-01-05,5,1,1,linea A - congreso,A,2292
2020-01-05,5,1,1,linea A - flores,A,2650
2020-01-05,5,1,1,linea A - lima,A,1465
2020-01-05,5,1,1,linea A - loria,A,1927
2020-01-05,5,1,1,linea A - pasco,A,661
2020-01-05,5,1,1,linea A - peru,A,3349
2020-01-05,5,1,1,linea A - piedras,A,633
2020-01-05,5,1,1,linea A - plaza miserere,A,3036
2020-01-05,5,1,1,linea A - primera junta,A,2520
2020-01-05,5,1,1,linea A - puan,A,1207
2020-01-05,5,1,1,linea A - rio de janeiro,A,1927
2020-01-05,5,1,1,linea A - saenz pe�a,A,1237
2020-01-05,5,1,1,linea A - san pedrito,A,4253
2020-01-05,5,1,1,linea B - angel gallardo,B,3403
2020-01-05,5,1,1,linea B - callao,B,2855
2020-01-05,5,1,1,linea B - carlos gardel,B,7701
2020-01-05,5,1,1,linea B - carlos pellegrini,B,4610
2020-01-05,5,1,1,linea B - dorrego,B,1854
2020-01-05,5,1,1,linea B - echeverria,B,1056
2020-01-05,5,1,1,linea B - federico lacroze,B,5911
2020-01-05,5,1,1,linea B - florida,B,1852
2020-01-05,5,1,1,linea B - leandro n. alem,B,3884
2020-01-05,5,1,1,linea B - los incas,B,1817
2020-01-05,5,1,1,linea B - malabia,B,3498
2020-01-05,5,1,1,linea B - medrano,B,3912
2020-01-05,5,1,1,linea B - pasteur,B,1544
2020-01-05,5,1,1,linea B - pueyrredon,B,1739
2020-01-05,5,1,1,linea B - rosas,B,5254
2020-01-05,5,1,1,linea B - tronador,B,872
2020-01-05,5,1,1,linea B - uruguay,B,1604
2020-01-05,5,1,1,linea C - avenida de mayo,C,998
2020-01-05,5,1,1,linea C - constitucion,C,22583
2020-01-05,5,1,1,linea C - diagonal norte,C,589
2020-01-05,5,1,1,linea C - general san martin,C,940
2020-01-05,5,1,1,linea C - independencia,C,1876
2020-01-05,5,1,1,linea C - lavalle,C,1392
2020-01-05,5,1,1,linea C - mariano moreno,C,687
2020-01-05,5,1,1,linea C - retiro,C,14459
2020-01-05,5,1,1,linea C - san juan,C,1186
2020-01-05,5,1,1,linea D - 9 de julio,D,721
2020-01-05,5,1,1,linea D - ag�ero,D,2188
2020-01-05,5,1,1,linea D - bulnes,D,4290
2020-01-05,5,1,1,linea D - callao,D,1800
2020-01-05,5,1,1,linea D - catedral,D,3186
2020-01-05,5,1,1,linea D - congreso de tucuman,D,5327
2020-01-05,5,1,1,linea D - facultad de medicina,D,1760
2020-01-05,5,1,1,linea D - jose hernandez,D,1765
2020-01-05,5,1,1,linea D - juramento,D,4769
2020-01-05,5,1,1,linea D - ministro carranza,D,2575
2020-01-05,5,1,1,linea D - olleros,D,2386
2020-01-05,5,1,1,linea D - palermo,D,6227
2020-01-05,5,1,1,linea D - plaza italia,D,4275
2020-01-05,5,1,1,linea D - pueyrredon.d,D,1511
2020-01-05,5,1,1,linea D - scalabrini ortiz,D,2713
2020-01-05,5,1,1,linea D - tribunales,D,1005
2020-01-05,5,1,1,linea E - avenida la plata,E,1251
2020-01-05,5,1,1,linea E - boedo,E,1209
2020-01-05,5,1,1,linea E - bolivar,E,2456
2020-01-05,5,1,1,linea E - catalinas,E,363
2020-01-05,5,1,1,linea E - correo central,E,1443
2020-01-05,5,1,1,linea E - emilio mitre,E,1155
2020-01-05,5,1,1,linea E - entre rios,E,1137
2020-01-05,5,1,1,linea E - general belgrano,E,430
2020-01-05,5,1,1,linea E - independencia.h,E,1045
2020-01-05,5,1,1,linea E - jose maria moreno,E,862
2020-01-05,5,1,1,linea E - jujuy,E,1007
2020-01-05,5,1,1,linea E - medalla milagrosa,E,423
2020-01-05,5,1,1,linea E - pichincha,E,722
2020-01-05,5,1,1,linea E - pza. de los virreyes,E,1915
2020-01-05,5,1,1,linea E - retiro e,E,1697
2020-01-05,5,1,1,linea E - san jose,E,528
2020-01-05,5,1,1,linea E - urquiza,E,845
2020-01-05,5,1,1,linea E - varela,E,457
2020-01-05,5,1,1,linea H - caseros,H,1387
2020-01-05,5,1,1,linea H - cordoba,H,1043
2020-01-05,5,1,1,linea H - corrientes,H,1233
2020-01-05,5,1,1,linea H - facultad de derecho,H,2011
2020-01-05,5,1,1,linea H - hospitales,H,2870
2020-01-05,5,1,1,linea H - humberto i,H,1686
2020-01-05,5,1,1,linea H - inclan,H,1350
2020-01-05,5,1,1,linea H - las heras,H,3048
2020-01-05,5,1,1,linea H - once/30 de diciembre,H,4194
2020-01-05,5,1,1,linea H - patricios,H,2356
2020-01-05,5,1,1,linea H - santa fe,H,2060
2020-01-05,5,1,1,linea H - venezuela,H,1641
2020-01-06,6,1,1,linea A - acoyte,A,13340
2020-01-06,6,1,1,linea A - alberti,A,4402
2020-01-06,6,1,1,linea A - carabobo,A,10729
2020-01-06,6,1,1,linea A - castro barros,A,8723
2020-01-06,6,1,1,linea A - congreso,A,12404
2020-01-06,6,1,1,linea A - flores,A,12470
2020-01-06,6,1,1,linea A - lima,A,8318
2020-01-06,6,1,1,linea A - loria,A,7102
2020-01-06,6,1,1,linea A - pasco,A,3445
2020-01-06,6,1,1,linea A - peru,A,26162
2020-01-06,6,1,1,linea A - piedras,A,8157
2020-01-06,6,1,1,linea A - plaza miserere,A,16249
2020-01-06,6,1,1,linea A - primera junta,A,13824
2020-01-06,6,1,1,linea A - puan,A,6056
2020-01-06,6,1,1,linea A - rio de janeiro,A,9177
2020-01-06,6,1,1,linea A - saenz pe�a,A,8597
2020-01-06,6,1,1,linea A - san pedrito,A,28723
2020-01-06,6,1,1,linea B - angel gallardo,B,12933
2020-01-06,6,1,1,linea B - callao,B,15544
2020-01-06,6,1,1,linea B - carlos gardel,B,13497
2020-01-06,6,1,1,linea B - carlos pellegrini,B,22458
2020-01-06,6,1,1,linea B - dorrego,B,8958
2020-01-06,6,1,1,linea B - echeverria,B,6035
2020-01-06,6,1,1,linea B - federico lacroze,B,29686
2020-01-06,6,1,1,linea B - florida,B,19136
2020-01-06,6,1,1,linea B - leandro n. alem,B,25847
2020-01-06,6,1,1,linea B - los incas,B,9919
2020-01-06,6,1,1,linea B - malabia,B,18728
2020-01-06,6,1,1,linea B - medrano,B,16571
2020-01-06,6,1,1,linea B - pasteur,B,11452
2020-01-06,6,1,1,linea B - pueyrredon,B,13717
2020-01-06,6,1,1,linea B - rosas,B,28875
2020-01-06,6,1,1,linea B - tronador,B,5310
2020-01-06,6,1,1,linea B - uruguay,B,13031
2020-01-06,6,1,1,linea C - avenida de mayo,C,5901
2020-01-06,6,1,1,linea C - constitucion,C,78531
2020-01-06,6,1,1,linea C - diagonal norte,C,6240
2020-01-06,6,1,1,linea C - general san martin,C,7295
2020-01-06,6,1,1,linea C - independencia,C,5306
2020-01-06,6,1,1,linea C - lavalle,C,10012
2020-01-06,6,1,1,linea C - mariano moreno,C,6476
2020-01-06,6,1,1,linea C - retiro,C,39831
2020-01-06,6,1,1,linea C - san juan,C,4158
2020-01-06,6,1,1,linea D - 9 de julio,D,8116
2020-01-06,6,1,1,linea D - ag�ero,D,9123
2020-01-06,6,1,1,linea D - bulnes,D,14604
2020-01-06,6,1,1,linea D - callao,D,13007
2020-01-06,6,1,1,linea D - catedral,D,30913
2020-01-06,6,1,1,linea D - congreso de tucuman,D,31250
2020-01-06,6,1,1,linea D - facultad de medicina,D,11165
2020-01-06,6,1,1,linea D - jose hernandez,D,10131
2020-01-06,6,1,1,linea D - juramento,D,15762
2020-01-06,6,1,1,linea D - ministro carranza,D,11086
2020-01-06,6,1,1,linea D - olleros,D,11836
2020-01-06,6,1,1,linea D - palermo,D,19130
2020-01-06,6,1,1,linea D - plaza italia,D,9883
2020-01-06,6,1,1,linea D - pueyrredon.d,D,9430
2020-01-06,6,1,1,linea D - scalabrini ortiz,D,10601
2020-01-06,6,1,1,linea D - tribunales,D,10707
2020-01-06,6,1,1,linea E - avenida la plata,E,5160
2020-01-06,6,1,1,linea E - boedo,E,4154
2020-01-06,6,1,1,linea E - bolivar,E,14966
2020-01-06,6,1,1,linea E - catalinas,E,5230
2020-01-06,6,1,1,linea E - correo central,E,6559
2020-01-06,6,1,1,linea E - emilio mitre,E,3791
2020-01-06,6,1,1,linea E - entre rios,E,4087
