fecha,day,month,week,estacion,linea,pasajeros
2019-01-01,1,1,1,linea C - san juan,C,614
2019-01-01,1,1,1,linea D - 9 de julio,D,792
2019-01-01,1,1,1,linea D - agãâ¼ero,D,943
2019-01-01,1,1,1,linea D - bulnes,D,1484
2019-01-01,1,1,1,linea D - callao,D,790
2019-01-01,1,1,1,linea D - catedral,D,1195
2019-01-01,1,1,1,linea D - congreso de tucuman,D,1860
2019-01-01,1,1,1,linea D - facultad de medicina,D,758
2019-01-01,1,1,1,linea D - jose hernandez,D,904
2019-01-01,1,1,1,linea D - juramento,D,1525
2019-01-01,1,1,1,linea D - ministro carranza,D,1163
2019-01-01,1,1,1,linea D - olleros,D,1073
2019-01-01,1,1,1,linea D - palermo,D,2105
2019-01-01,1,1,1,linea D - plaza italia,D,2582
2019-01-01,1,1,1,linea D - pueyrredon.d,D,653
2019-01-01,1,1,1,linea D - scalabrini ortiz,D,1326
2019-01-01,1,1,1,linea D - tribunales,D,549
2019-01-01,1,1,1,linea E - avenida la plata,E,534
2019-01-01,1,1,1,linea E - boedo,E,532
2019-01-01,1,1,1,linea E - bolivar,E,737
2019-01-01,1,1,1,linea E - emilio mitre,E,745
2019-01-01,1,1,1,linea E - entre rios,E,382
2019-01-01,1,1,1,linea E - general belgrano,E,249
2019-01-01,1,1,1,linea E - independencia.h,E,649
2019-01-01,1,1,1,linea E - jose maria moreno,E,416
2019-01-01,1,1,1,linea E - jujuy,E,495
2019-01-01,1,1,1,linea E - medalla milagrosa,E,233
2019-01-01,1,1,1,linea E - pichincha,E,297
2019-01-01,1,1,1,linea E - pza. de los virreyes,E,893
2019-01-01,1,1,1,linea E - san jose,E,339
2019-01-01,1,1,1,linea E - urquiza,E,337
2019-01-01,1,1,1,linea E - varela,E,259
2019-01-01,1,1,1,linea H - caseros,H,580
2019-01-01,1,1,1,linea H - cordoba,H,701
2019-01-01,1,1,1,linea H - corrientes,H,528
2019-01-01,1,1,1,linea H - facultad de derecho,H,1101
2019-01-01,1,1,1,linea H - hospitales,H,1173
2019-01-01,1,1,1,linea H - humberto i,H,673
2019-01-01,1,1,1,linea H - inclan,H,657
2019-01-01,1,1,1,linea H - las heras,H,1570
2019-01-01,1,1,1,linea H - once/30 de diciembre,H,2046
2019-01-01,1,1,1,linea H - patricios,H,1211
2019-01-01,1,1,1,linea H - santa fe,H,1032
2019-01-01,1,1,1,linea H - venezuela,H,964
2019-01-02,2,1,1,linea A - acoyte,A,11002
2019-01-02,2,1,1,linea A - alberti,A,3522
2019-01-02,2,1,1,linea A - carabobo,A,9183
2019-01-02,2,1,1,linea A - castro barros,A,6779
2019-01-02,2,1,1,linea A - congreso,A,9232
2019-01-02,2,1,1,linea A - flores,A,9061
2019-01-02,2,1,1,linea A - lima,A,6190
2019-01-02,2,1,1,linea A - loria,A,5677
2019-01-02,2,1,1,linea A - pasco,A,2657
2019-01-02,2,1,1,linea A - peru,A,13645
2019-01-02,2,1,1,linea A - piedras,A,6993
2019-01-02,2,1,1,linea A - plaza de mayo,A,15722
2019-01-02,2,1,1,linea A - plaza miserere,A,11538
2019-01-02,2,1,1,linea A - primera junta,A,9906
2019-01-02,2,1,1,linea A - puan,A,5357
2019-01-02,2,1,1,linea A - rio de janeiro,A,5179
2019-01-02,2,1,1,linea A - saenz peãâ±a,A,7570
2019-01-02,2,1,1,linea A - san pedrito,A,22903
2019-01-02,2,1,1,linea B - angel gallardo,B,11334
2019-01-02,2,1,1,linea B - callao,B,12875
2019-01-02,2,1,1,linea B - carlos gardel,B,12612
2019-01-02,2,1,1,linea B - carlos pellegrini,B,17539
2019-01-02,2,1,1,linea B - dorrego,B,7973
2019-01-02,2,1,1,linea B - echeverria,B,5145
2019-01-02,2,1,1,linea B - federico lacroze,B,26131
2019-01-02,2,1,1,linea B - florida,B,19413
2019-01-02,2,1,1,linea B - leandro n. alem,B,23014
2019-01-02,2,1,1,linea B - los incas,B,8377
2019-01-02,2,1,1,linea B - malabia,B,15635
2019-01-02,2,1,1,linea B - medrano,B,10800
2019-01-02,2,1,1,linea B - pasteur,B,8653
2019-01-02,2,1,1,linea B - pueyrredon,B,8302
2019-01-02,2,1,1,linea B - rosas,B,22182
2019-01-02,2,1,1,linea B - tronador,B,4487
2019-01-02,2,1,1,linea B - uruguay,B,11612
2019-01-02,2,1,1,linea C - avenida de mayo,C,4786
2019-01-02,2,1,1,linea C - constitucion,C,72219
2019-01-02,2,1,1,linea C - diagonal norte,C,4480
2019-01-02,2,1,1,linea C - general san martin,C,8054
2019-01-02,2,1,1,linea C - independencia,C,4219
2019-01-02,2,1,1,linea C - lavalle,C,9761
2019-01-02,2,1,1,linea C - mariano moreno,C,6296
2019-01-02,2,1,1,linea C - retiro,C,32526
2019-01-02,2,1,1,linea C - san juan,C,4399
2019-01-02,2,1,1,linea D - 9 de julio,D,7324
2019-01-02,2,1,1,linea D - agãâ¼ero,D,7563
2019-01-02,2,1,1,linea D - bulnes,D,12277
2019-01-02,2,1,1,linea D - callao,D,10118
2019-01-02,2,1,1,linea D - catedral,D,26518
2019-01-02,2,1,1,linea D - congreso de tucuman,D,22329
2019-01-02,2,1,1,linea D - facultad de medicina,D,8034
2019-01-02,2,1,1,linea D - jose hernandez,D,8528
2019-01-02,2,1,1,linea D - juramento,D,11822
2019-01-02,2,1,1,linea D - ministro carranza,D,8796
2019-01-02,2,1,1,linea D - olleros,D,9333
2019-01-02,2,1,1,linea D - palermo,D,12089
2019-01-02,2,1,1,linea D - plaza italia,D,8136
2019-01-02,2,1,1,linea D - pueyrredon.d,D,7417
2019-01-02,2,1,1,linea D - scalabrini ortiz,D,9029
2019-01-02,2,1,1,linea D - tribunales,D,9458
2019-01-02,2,1,1,linea E - avenida la plata,E,3358
2019-01-02,2,1,1,linea E - boedo,E,2959
2019-01-02,2,1,1,linea E - bolivar,E,7821
2019-01-02,2,1,1,linea E - emilio mitre,E,3353
2019-01-02,2,1,1,linea E - entre rios,E,2117
2019-01-02,2,1,1,linea E - general belgrano,E,1651
2019-01-02,2,1,1,linea E - independencia.h,E,2639
2019-01-02,2,1,1,linea E - jose maria moreno,E,2557
2019-01-02,2,1,1,linea E - jujuy,E,2309
2019-01-02,2,1,1,linea E - medalla milagrosa,E,1280
2019-01-02,2,1,1,linea E - pichincha,E,1421
2019-01-02,2,1,1,linea E - pza. de los virreyes,E,6257
2019-01-02,2,1,1,linea E - san jose,E,1578
2019-01-02,2,1,1,linea E - urquiza,E,1981
2019-01-02,2,1,1,linea E - varela,E,1628
2019-01-02,2,1,1,linea H - caseros,H,5832
2019-01-02,2,1,1,linea H - cordoba,H,5195
2019-01-02,2,1,1,linea H - corrientes,H,4255
2019-01-02,2,1,1,linea H - facultad de derecho,H,2422
2019-01-02,2,1,1,linea H - hospitales,H,10841
2019-01-02,2,1,1,linea H - humberto i,H,4632
2019-01-02,2,1,1,linea H - inclan,H,4097
2019-01-02,2,1,1,linea H - las heras,H,8625
2019-01-02,2,1,1,linea H - once/30 de diciembre,H,10907
2019-01-02,2,1,1,linea H - patricios,H,8519
2019-01-02,2,1,1,linea H - santa fe,H,8618
2019-01-02,2,1,1,linea H - venezuela,H,6239
2019-01-03,3,1,1,linea A - acoyte,A,13245
2019-01-03,3,1,1,linea A - alberti,A,4361
2019-01-03,3,1,1,linea A - carabobo,A,10668
2019-01-03,3,1,1,linea A - castro barros,A,8168
2019-01-03,3,1,1,linea A - congreso,A,11275
2019-01-03,3,1,1,linea A - flores,A,10833
2019-01-03,3,1,1,linea A - lima,A,7260
2019-01-03,3,1,1,linea A - loria,A,6783
2019-01-03,3,1,1,linea A - pasco,A,3509
2019-01-03,3,1,1,linea A - peru,A,14460
2019-01-03,3,1,1,linea A - piedras,A,7810
2019-01-03,3,1,1,linea A - plaza de mayo,A,16409
2019-01-03,3,1,1,linea A - plaza miserere,A,14195
2019-01-03,3,1,1,linea A - primera junta,A,11708
2019-01-03,3,1,1,linea A - puan,A,6173
2019-01-03,3,1,1,linea A - rio de janeiro,A,6714
2019-01-03,3,1,1,linea A - saenz peãâ±a,A,8983
2019-01-03,3,1,1,linea A - san pedrito,A,26856
2019-01-03,3,1,1,linea B - angel gallardo,B,13446
2019-01-03,3,1,1,linea B - callao,B,15472
2019-01-03,3,1,1,linea B - carlos gardel,B,15009
2019-01-03,3,1,1,linea B - carlos pellegrini,B,20590
2019-01-03,3,1,1,linea B - dorrego,B,9629
2019-01-03,3,1,1,linea B - echeverria,B,6135
2019-01-03,3,1,1,linea B - federico lacroze,B,30557
2019-01-03,3,1,1,linea B - florida,B,22653
2019-01-03,3,1,1,linea B - leandro n. alem,B,26604
2019-01-03,3,1,1,linea B - los incas,B,9940
2019-01-03,3,1,1,linea B - malabia,B,18811
2019-01-03,3,1,1,linea B - medrano,B,15183
2019-01-03,3,1,1,linea B - pasteur,B,11856
2019-01-03,3,1,1,linea B - pueyrredon,B,10837
2019-01-03,3,1,1,linea B - rosas,B,25677
2019-01-03,3,1,1,linea B - tronador,B,5105
2019-01-03,3,1,1,linea B - uruguay,B,14176
2019-01-03,3,1,1,linea C - avenida de mayo,C,5609
2019-01-03,3,1,1,linea C - constitucion,C,82644
2019-01-03,3,1,1,linea C - diagonal norte,C,5317
2019-01-03,3,1,1,linea C - general san martin,C,9355
2019-01-03,3,1,1,linea C - independencia,C,4887
2019-01-03,3,1,1,linea C - lavalle,C,10600
2019-01-03,3,1,1,linea C - mariano moreno,C,7200
2019-01-03,3,1,1,linea C - retiro,C,36625
2019-01-03,3,1,1,linea C - san juan,C,5005
2019-01-03,3,1,1,linea D - 9 de julio,D,8894
2019-01-03,3,1,1,linea D - agãâ¼ero,D,9320
2019-01-03,3,1,1,linea D - bulnes,D,15186
2019-01-03,3,1,1,linea D - callao,D,12274
2019-01-03,3,1,1,linea D - catedral,D,30465
2019-01-03,3,1,1,linea D - congreso de tucuman,D,29039
2019-01-03,3,1,1,linea D - facultad de medicina,D,10237
2019-01-03,3,1,1,linea D - jose hernandez,D,10503
2019-01-03,3,1,1,linea D - juramento,D,14818
2019-01-03,3,1,1,linea D - ministro carranza,D,10684
2019-01-03,3,1,1,linea D - olleros,D,11331
2019-01-03,3,1,1,linea D - palermo,D,14985
2019-01-03,3,1,1,linea D - plaza italia,D,10448
2019-01-03,3,1,1,linea D - pueyrredon.d,D,9112
2019-01-03,3,1,1,linea D - scalabrini ortiz,D,11170
2019-01-03,3,1,1,linea D - tribunales,D,11264
2019-01-03,3,1,1,linea E - avenida la plata,E,4283
2019-01-03,3,1,1,linea E - boedo,E,3781
2019-01-03,3,1,1,linea E - bolivar,E,11540
2019-01-03,3,1,1,linea E - emilio mitre,E,4823
2019-01-03,3,1,1,linea E - entre rios,E,2035
2019-01-03,3,1,1,linea E - general belgrano,E,2262
2019-01-03,3,1,1,linea E - independencia.h,E,3083
2019-01-03,3,1,1,linea E - jose maria moreno,E,3151
2019-01-03,3,1,1,linea E - jujuy,E,2755
2019-01-03,3,1,1,linea E - medalla milagrosa,E,1531
2019-01-03,3,1,1,linea E - pichincha,E,1804
2019-01-03,3,1,1,linea E - pza. de los virreyes,E,7079
2019-01-03,3,1,1,linea E - san jose,E,1953
2019-01-03,3,1,1,linea E - urquiza,E,2346
2019-01-03,3,1,1,linea E - varela,E,1900
2019-01-03,3,1,1,linea H - caseros,H,6761
2019-01-03,3,1,1,linea H - cordoba,H,5766
2019-01-03,3,1,1,linea H - corrientes,H,5644
2019-01-03,3,1,1,linea H - facultad de derecho,H,2807
2019-01-03,3,1,1,linea H - hospitales,H,12062
2019-01-03,3,1,1,linea H - humberto i,H,5263
2019-01-03,3,1,1,linea H - inclan,H,4812
2019-01-03,3,1,1,linea H - las heras,H,9786
2019-01-03,3,1,1,linea H - once/30 de diciembre,H,13595
2019-01-03,3,1,1,linea H - patricios,H,10017
2019-01-03,3,1,1,linea H - santa fe,H,10332
2019-01-03,3,1,1,linea H - venezuela,H,7176
2019-01-04,4,1,1,linea A - acoyte,A,13495
2019-01-04,4,1,1,linea A - alberti,A,4436
2019-01-04,4,1,1,linea A - carabobo,A,10648
2019-01-04,4,1,1,linea A - castro barros,A,8221
2019-01-04,4,1,1,linea A - congreso,A,11125
2019-01-04,4,1,1,linea A - flores,A,10506
2019-01-04,4,1,1,linea A - lima,A,7357
2019-01-04,4,1,1,linea A - loria,A,6997
2019-01-04,4,1,1,linea A - pasco,A,3769
2019-01-04,4,1,1,linea A - peru,A,14625
2019-01-04,4,1,1,linea A - piedras,A,7725
2019-01-04,4,1,1,linea A - plaza de mayo,A,16641
2019-01-04,4,1,1,linea A - plaza miserere,A,14528
2019-01-04,4,1,1,linea A - primera junta,A,11678
2019-01-04,4,1,1,linea A - puan,A,6297
2019-01-04,4,1,1,linea A - rio de janeiro,A,7122
2019-01-04,4,1,1,linea A - saenz peãâ±a,A,8802
2019-01-04,4,1,1,linea A - san pedrito,A,27420
2019-01-04,4,1,1,linea B - angel gallardo,B,13235
2019-01-04,4,1,1,linea B - callao,B,15100
2019-01-04,4,1,1,linea B - carlos gardel,B,15212
2019-01-04,4,1,1,linea B - carlos pellegrini,B,20898
2019-01-04,4,1,1,linea B - dorrego,B,9732
2019-01-04,4,1,1,linea B - echeverria,B,5970
2019-01-04,4,1,1,linea B - federico lacroze,B,31366
2019-01-04,4,1,1,linea B - florida,B,22269
2019-01-04,4,1,1,linea B - leandro n. alem,B,26171
2019-01-04,4,1,1,linea B - los incas,B,9888
2019-01-04,4,1,1,linea B - malabia,B,18873
2019-01-04,4,1,1,linea B - medrano,B,14484
2019-01-04,4,1,1,linea B - pasteur,B,12196
2019-01-04,4,1,1,linea B - pueyrredon,B,11095
2019-01-04,4,1,1,linea B - rosas,B,26127
2019-01-04,4,1,1,linea B - tronador,B,5157
2019-01-04,4,1,1,linea B - uruguay,B,14104
2019-01-04,4,1,1,linea C - avenida de mayo,C,5490
2019-01-04,4,1,1,linea C - constitucion,C,84108
2019-01-04,4,1,1,linea C - diagonal norte,C,5394
2019-01-04,4,1,1,linea C - general san martin,C,8927
2019-01-04,4,1,1,linea C - independencia,C,4989
2019-01-04,4,1,1,linea C - lavalle,C,10369
2019-01-04,4,1,1,linea C - mariano moreno,C,6898
2019-01-04,4,1,1,linea C - retiro,C,36705
2019-01-04,4,1,1,linea C - san juan,C,4909
2019-01-04,4,1,1,linea D - 9 de julio,D,8792
2019-01-04,4,1,1,linea D - agãâ¼ero,D,9312
2019-01-04,4,1,1,linea D - bulnes,D,15219
2019-01-04,4,1,1,linea D - callao,D,12017
2019-01-04,4,1,1,linea D - catedral,D,28748
2019-01-04,4,1,1,linea D - congreso de tucuman,D,25897
2019-01-04,4,1,1,linea D - facultad de medicina,D,10088
2019-01-04,4,1,1,linea D - jose hernandez,D,10175
2019-01-04,4,1,1,linea D - juramento,D,15573
2019-01-04,4,1,1,linea D - ministro carranza,D,10371
2019-01-04,4,1,1,linea D - olleros,D,11203
2019-01-04,4,1,1,linea D - palermo,D,14943
2019-01-04,4,1,1,linea D - plaza italia,D,10389
2019-01-04,4,1,1,linea D - pueyrredon.d,D,8944
2019-01-04,4,1,1,linea D - scalabrini ortiz,D,11282
2019-01-04,4,1,1,linea D - tribunales,D,10656
2019-01-04,4,1,1,linea E - avenida la plata,E,4288
2019-01-04,4,1,1,linea E - boedo,E,4007
2019-01-04,4,1,1,linea E - bolivar,E,11408
2019-01-04,4,1,1,linea E - emilio mitre,E,4900
2019-01-04,4,1,1,linea E - entre rios,E,2120
2019-01-04,4,1,1,linea E - general belgrano,E,2381
2019-01-04,4,1,1,linea E - independencia.h,E,3110
2019-01-04,4,1,1,linea E - jose maria moreno,E,3143
2019-01-04,4,1,1,linea E - jujuy,E,2889
2019-01-04,4,1,1,linea E - medalla milagrosa,E,1567
2019-01-04,4,1,1,linea E - pichincha,E,1874
2019-01-04,4,1,1,linea E - pza. de los virreyes,E,7197
2019-01-04,4,1,1,linea E - san jose,E,2003
2019-01-04,4,1,1,linea E - urquiza,E,2294
2019-01-04,4,1,1,linea E - varela,E,2024
2019-01-04,4,1,1,linea H - caseros,H,6795
2019-01-04,4,1,1,linea H - cordoba,H,5949
2019-01-04,4,1,1,linea H - corrientes,H,5853
2019-01-04,4,1,1,linea H - facultad de derecho,H,2858
2019-01-04,4,1,1,linea H - hospitales,H,12701
2019-01-04,4,1,1,linea H - humberto i,H,5757
2019-01-04,4,1,1,linea H - inclan,H,5050
2019-01-04,4,1,1,linea H - las heras,H,10009
2019-01-04,4,1,1,linea H - once/30 de diciembre,H,13829
2019-01-04,4,1,1,linea H - patricios,H,10128
2019-01-04,4,1,1,linea H - santa fe,H,10048
2019-01-04,4,1,1,linea H - venezuela,H,7200
2019-01-05,5,1,1,linea A - acoyte,A,6202
2019-01-05,5,1,1,linea A - alberti,A,2339
2019-01-05,5,1,1,linea A - carabobo,A,4567
2019-01-05,5,1,1,linea A - castro barros,A,3848
2019-01-05,5,1,1,linea A - congreso,A,4527
2019-01-05,5,1,1,linea A - flores,A,3674
2019-01-05,5,1,1,linea A - lima,A,2423
2019-01-05,5,1,1,linea A - loria,A,3492
2019-01-05,5,1,1,linea A - pasco,A,1478
2019-01-05,5,1,1,linea A - peru,A,3127
2019-01-05,5,1,1,linea A - piedras,A,1568
2019-01-05,5,1,1,linea A - plaza de mayo,A,3081
2019-01-05,5,1,1,linea A - plaza miserere,A,7073
2019-01-05,5,1,1,linea A - primera junta,A,5364
2019-01-05,5,1,1,linea A - puan,A,2667
2019-01-05,5,1,1,linea A - rio de janeiro,A,3048
2019-01-05,5,1,1,linea A - saenz peãâ±a,A,2481
2019-01-05,5,1,1,linea A - san pedrito,A,11978
2019-01-05,5,1,1,linea B - angel gallardo,B,5834
2019-01-05,5,1,1,linea B - callao,B,5676
2019-01-05,5,1,1,linea B - carlos gardel,B,11026
2019-01-05,5,1,1,linea B - carlos pellegrini,B,8727
2019-01-05,5,1,1,linea B - dorrego,B,3981
2019-01-05,5,1,1,linea B - echeverria,B,2135
2019-01-05,5,1,1,linea B - federico lacroze,B,12026
2019-01-05,5,1,1,linea B - florida,B,4679
2019-01-05,5,1,1,linea B - leandro n. alem,B,6795
2019-01-05,5,1,1,linea B - los incas,B,3714
2019-01-05,5,1,1,linea B - malabia,B,7431
2019-01-05,5,1,1,linea B - medrano,B,5397
2019-01-05,5,1,1,linea B - pasteur,B,4706
2019-01-05,5,1,1,linea B - pueyrredon,B,5694
2019-01-05,5,1,1,linea B - rosas,B,9730
2019-01-05,5,1,1,linea B - tronador,B,1856
2019-01-05,5,1,1,linea B - uruguay,B,3301
2019-01-05,5,1,1,linea C - avenida de mayo,C,1573
2019-01-05,5,1,1,linea C - constitucion,C,39258
2019-01-05,5,1,1,linea C - diagonal norte,C,1176
2019-01-05,5,1,1,linea C - general san martin,C,2306
2019-01-05,5,1,1,linea C - independencia,C,2818
2019-01-05,5,1,1,linea C - lavalle,C,3270
2019-01-05,5,1,1,linea C - mariano moreno,C,1501
2019-01-05,5,1,1,linea C - retiro,C,19128
2019-01-05,5,1,1,linea C - san juan,C,1997
2019-01-05,5,1,1,linea D - 9 de julio,D,1780
2019-01-05,5,1,1,linea D - agãâ¼ero,D,3937
2019-01-05,5,1,1,linea D - bulnes,D,7853
2019-01-05,5,1,1,linea D - callao,D,3691
2019-01-05,5,1,1,linea D - catedral,D,4507
2019-01-05,5,1,1,linea D - congreso de tucuman,D,8857
2019-01-05,5,1,1,linea D - facultad de medicina,D,3243
2019-01-05,5,1,1,linea D - jose hernandez,D,4011
2019-01-05,5,1,1,linea D - juramento,D,8010
2019-01-05,5,1,1,linea D - ministro carranza,D,4526
2019-01-05,5,1,1,linea D - olleros,D,4619
2019-01-05,5,1,1,linea D - palermo,D,7723
2019-01-05,5,1,1,linea D - plaza italia,D,6403
2019-01-05,5,1,1,linea D - pueyrredon.d,D,2994
2019-01-05,5,1,1,linea D - scalabrini ortiz,D,5023
2019-01-05,5,1,1,linea D - tribunales,D,2268
2019-01-05,5,1,1,linea E - avenida la plata,E,1849
2019-01-05,5,1,1,linea E - boedo,E,2005
2019-01-05,5,1,1,linea E - bolivar,E,2340
2019-01-05,5,1,1,linea E - emilio mitre,E,2273
2019-01-05,5,1,1,linea E - entre rios,E,1106
2019-01-05,5,1,1,linea E - general belgrano,E,623
2019-01-05,5,1,1,linea E - independencia.h,E,1640
2019-01-05,5,1,1,linea E - jose maria moreno,E,1440
2019-01-05,5,1,1,linea E - jujuy,E,1659
2019-01-05,5,1,1,linea E - medalla milagrosa,E,592
2019-01-05,5,1,1,linea E - pichincha,E,1021
2019-01-05,5,1,1,linea E - pza. de los virreyes,E,2970
2019-01-05,5,1,1,linea E - san jose,E,905
2019-01-05,5,1,1,linea E - urquiza,E,1101
2019-01-05,5,1,1,linea E - varela,E,765
2019-01-05,5,1,1,linea H - caseros,H,2347
2019-01-05,5,1,1,linea H - cordoba,H,2080
2019-01-05,5,1,1,linea H - corrientes,H,3259
2019-01-05,5,1,1,linea H - facultad de derecho,H,2193
2019-01-05,5,1,1,linea H - hospitales,H,5032
2019-01-05,5,1,1,linea H - humberto i,H,2778
2019-01-05,5,1,1,linea H - inclan,H,2501
2019-01-05,5,1,1,linea H - las heras,H,5074
2019-01-05,5,1,1,linea H - once/30 de diciembre,H,8399
2019-01-05,5,1,1,linea H - patricios,H,4454
2019-01-05,5,1,1,linea H - santa fe,H,4493
2019-01-05,5,1,1,linea H - venezuela,H,3631
2019-01-06,6,1,1,linea A - acoyte,A,2574
2019-01-06,6,1,1,linea A - alberti,A,947
2019-01-06,6,1,1,linea A - carabobo,A,1932
2019-01-06,6,1,1,linea A - castro barros,A,1649
2019-01-06,6,1,1,linea A - congreso,A,2152
2019-01-06,6,1,1,linea A - flores,A,1393
2019-01-06,6,1,1,linea A - lima,A,1122
2019-01-06,6,1,1,linea A - loria,A,1765
2019-01-06,6,1,1,linea A - pasco,A,552
2019-01-06,6,1,1,linea A - peru,A,1534
2019-01-06,6,1,1,linea A - piedras,A,652
2019-01-06,6,1,1,linea A - plaza de mayo,A,1579
2019-01-06,6,1,1,linea A - plaza miserere,A,2638
2019-01-06,6,1,1,linea A - primera junta,A,2192
2019-01-06,6,1,1,linea A - puan,A,1158
2019-01-06,6,1,1,linea A - rio de janeiro,A,1189
2019-01-06,6,1,1,linea A - saenz peãâ±a,A,1159
2019-01-06,6,1,1,linea A - san pedrito,A,3282
2019-01-06,6,1,1,linea B - angel gallardo,B,2828
2019-01-06,6,1,1,linea B - callao,B,2494
2019-01-06,6,1,1,linea B - carlos gardel,B,8507
2019-01-06,6,1,1,linea B - carlos pellegrini,B,5116
2019-01-06,6,1,1,linea B - dorrego,B,1588
2019-01-06,6,1,1,linea B - echeverria,B,1161
2019-01-06,6,1,1,linea B - federico lacroze,B,5366
2019-01-06,6,1,1,linea B - florida,B,1931
2019-01-06,6,1,1,linea B - leandro n. alem,B,3192
2019-01-06,6,1,1,linea B - los incas,B,1712
2019-01-06,6,1,1,linea B - malabia,B,3180
2019-01-06,6,1,1,linea B - medrano,B,2612
2019-01-06,6,1,1,linea B - pasteur,B,1459
2019-01-06,6,1,1,linea B - pueyrredon,B,1293
2019-01-06,6,1,1,linea B - rosas,B,4182
2019-01-06,6,1,1,linea B - tronador,B,689
2019-01-06,6,1,1,linea B - uruguay,B,1542
2019-01-06,6,1,1,linea C - avenida de mayo,C,863
2019-01-06,6,1,1,linea C - constitucion,C,18199
2019-01-06,6,1,1,linea C - diagonal norte,C,505
2019-01-06,6,1,1,linea C - general san martin,C,1344
2019-01-06,6,1,1,linea C - independencia,C,1915
2019-01-06,6,1,1,linea C - lavalle,C,1483
2019-01-06,6,1,1,linea C - mariano moreno,C,720
2019-01-06,6,1,1,linea C - retiro,C,10344
2019-01-06,6,1,1,linea C - san juan,C,1023
2019-01-06,6,1,1,linea D - 9 de julio,D,892
2019-01-06,6,1,1,linea D - agãâ¼ero,D,1964
2019-01-06,6,1,1,linea D - bulnes,D,4558
2019-01-06,6,1,1,linea D - callao,D,1669
2019-01-06,6,1,1,linea D - catedral,D,2790
2019-01-06,6,1,1,linea D - congreso de tucuman,D,3940
2019-01-06,6,1,1,linea D - facultad de medicina,D,1559
2019-01-06,6,1,1,linea D - jose hernandez,D,1800
2019-01-06,6,1,1,linea D - juramento,D,3878
2019-01-06,6,1,1,linea D - ministro carranza,D,2316
2019-01-06,6,1,1,linea D - olleros,D,2105
2019-01-06,6,1,1,linea D - palermo,D,4327
2019-01-06,6,1,1,linea D - plaza italia,D,3418
2019-01-06,6,1,1,linea D - pueyrredon.d,D,1330
2019-01-06,6,1,1,linea D - scalabrini ortiz,D,2709
2019-01-06,6,1,1,linea D - tribunales,D,1160
2019-01-06,6,1,1,linea E - avenida la plata,E,1018
2019-01-06,6,1,1,linea E - boedo,E,1077
2019-01-06,6,1,1,linea E - bolivar,E,1508
2019-01-06,6,1,1,linea E - emilio mitre,E,911
2019-01-06,6,1,1,linea E - entre rios,E,891
2019-01-06,6,1,1,linea E - general belgrano,E,323
2019-01-06,6,1,1,linea E - independencia.h,E,946
2019-01-06,6,1,1,linea E - jose maria moreno,E,734
2019-01-06,6,1,1,linea E - jujuy,E,830
2019-01-06,6,1,1,linea E - medalla milagrosa,E,337
2019-01-06,6,1,1,linea E - pichincha,E,583
2019-01-06,6,1,1,linea E - pza. de los virreyes,E,1358
2019-01-06,6,1,1,linea E - san jose,E,476
